idade_em_2023;nome_curso;distancia_cidade_polo;genero;raca;estado_civil;jornada;renda_familiar;tempo_ensino_medio;motivo_ead;internet_casa;evadiu
43;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
37;Educação Física - Licenciatura Plena;Mais de 200 km;Masculino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
50;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
38;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Não;1
30;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
31;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
28;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Letras Português - Licenciatura;De 50km a 100 km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
47;Tecnologia em Sistemas Para Internet - Tecnólogo;De 100 a 200 km;Masculino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
45;Educação Física - Licenciatura Plena;Mais de 200 km;Feminino;Parda;Solteiro(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
24;Pedagogia - Licenciatura;Mais de 200 km;Feminino;Preta;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
26;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
29;Geografia - Licenciatura;Até 50km;Feminino;Branca;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
29;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;outros;Não;0
24;Pedagogia - Licenciatura;De 50km a 100 km;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Custos mais baixos para concluir o curso;Não;0
24;Educação Física - Licenciatura Plena;De 50km a 100 km;Masculino;Branca;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
23;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 1 a 3 anos;Custos mais baixos para concluir o curso;Sim;0
29;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Pedagogia - Licenciatura;De 50km a 100 km;Feminino;Branca;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
25;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
36;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;0
43;Tecnologia em Sistemas Para Internet - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
42;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Mais de 200 km;Feminino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Autonomia nos estudos;Sim;1
51;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
55;Pedagogia - Licenciatura;De 100 a 200 km;Feminino;Parda;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;1
34;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
53;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
23;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Custos mais baixos para concluir o curso;Sim;0
54;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Viúvo(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
55;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
24;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
57;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
47;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
48;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Até 50km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
47;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Divorciado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
46;Pedagogia - Licenciatura;Mais de 200 km;Feminino;Parda;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
49;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Moro no mesmo município do polo;Masculino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
62;Letras Português - Licenciatura;Até 50km;Feminino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
57;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Viúvo(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
46;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Tecnologia em Sistemas Para Internet - Tecnólogo;Mais de 200 km;Feminino;Preta;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
47;Educação Física - Licenciatura Plena;Até 50km;Masculino;Preta;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
51;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
54;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
47;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Solteiro(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
23;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
72;Pedagogia - Licenciatura;Até 50km;Feminino;Branca;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
63;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
61;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
58;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
59;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Mais de 200 km;Masculino;Branca;Solteiro(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
59;Educação Física - Licenciatura Plena;Mais de 200 km;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
60;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
60;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
52;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
43;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;0
49;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Preta;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
50;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
47;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;1
49;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Divorciado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
48;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Até 50km;Masculino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
47;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
50;Educação Física - Licenciatura Plena;Mais de 200 km;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
48;Letras Português - Licenciatura;De 50km a 100 km;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
41;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Pedagogia - Licenciatura;Até 50km;Masculino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;1
43;Educação Física - Licenciatura Plena;De 100 a 200 km;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
47;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
45;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Branca;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
45;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;0
43;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;1
49;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Educação Física - Licenciatura Plena;Até 50km;Masculino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;1
67;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Viúvo(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;1
36;Tecnologia em Sistemas Para Internet - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
40;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Mais de 200 km;Feminino;Preta;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Não;1
43;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
38;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;0
35;Pedagogia - Licenciatura;Até 50km;Feminino;Branca;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
38;Tecnologia em Gestão de Saúde Pública - Tecnólogo;De 50km a 100 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
36;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;1
37;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;0
38;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
30;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
38;Tecnologia em Sistemas Para Internet - Tecnólogo;Mais de 200 km;Masculino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
35;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
35;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
38;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
33;Educação Física - Licenciatura Plena;De 100 a 200 km;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
34;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
34;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Custos mais baixos para concluir o curso;Sim;1
37;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
35;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
33;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
31;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
31;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Divorciado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Autonomia nos estudos;Sim;1
30;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Tecnologia em Sistemas Para Internet - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
28;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Não;0
27;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
29;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Autonomia nos estudos;Sim;1
24;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
27;Educação Física - Licenciatura Plena;Mais de 200 km;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Autonomia nos estudos;Sim;1
26;Educação Física - Licenciatura Plena;Mais de 200 km;Masculino;Amarela;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
24;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
26;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Até 50km;Feminino;Parda;Solteiro(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
26;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
25;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
26;Educação Física - Licenciatura Plena;De 50km a 100 km;Masculino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
26;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
