idade_em_2023;nome_curso;nome_polo;distancia_polo;distancia_cidade_polo;ano_ingresso;genero;raca;estado_civil;profissao;jornada;renda_familiar;modalidade_ensino_medio;tipo_instituicao;tempo_ensino_medio;possui_graduacao;modalidade_graduacao;ja_fez_curso_ead;turno_ava;dias_acesso_ava;motivo_ead;internet_casa;local_acesso_ava;tipo_necessidade_especial;ferramenta_tecnologica;evadiu
26;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Masculino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
34;Educação Física - Licenciatura Plena;Urucuia;137.943;De 100 a 200 km;2018;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;1
45;Pedagogia - Licenciatura;Nova Serrana;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;outros;Não identificado;Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Pedagogia - Licenciatura;Buritis;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Pedagogia - Licenciatura;Nova Serrana;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
47;Educação Física - Licenciatura Plena;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Não;No trabalho;Não tenho necessidades especiais;Computador;0
51;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Bocaiúva;82.124;Moro no mesmo município do polo;2018;Masculino;Preta;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
34;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
34;Educação Física - Licenciatura Plena;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
30;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Tarde;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;1
26;Educação Física - Licenciatura Plena;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
46;Pedagogia - Licenciatura;Urucuia;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Pedagogia - Licenciatura;Nova Serrana;46.972;De 50km a 100 km;2018;Feminino;Amarela;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
46;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Bocaiúva;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
45;Educação Física - Licenciatura Plena;Joaíma;0;Moro no mesmo município do polo;2018;Masculino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Pedagogia - Licenciatura;Várzea da Palma;41.539;Até 50km;2018;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
48;Pedagogia - Licenciatura;Nova Serrana;0;Até 50km;2018;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;Moro no mesmo município do polo;2018;Feminino;Branca;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Sim;Presencial;Não;Noite;Sábados e domingos;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Educação Física - Licenciatura Plena;Monte Azul;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
46;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
44;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
40;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Bocaiúva;47.647;Até 50km;2018;Masculino;Branca;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Pedagogia - Licenciatura;Nova Serrana;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Pedagogia - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
44;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;169.172;De 100 a 200 km;2018;Masculino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;No trabalho;Não tenho necessidades especiais;Computador;0
40;Educação Física - Licenciatura Plena;Joaíma;62.092;De 100 a 200 km;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Computador;0
41;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;117.34;De 100 a 200 km;2018;Masculino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;1
39;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;0;Moro no mesmo município do polo;2018;Masculino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Letras Português - Licenciatura;Mantena;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Geografia - Licenciatura;Mantena;0;Moro no mesmo município do polo;2018;Masculino;Branca;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
40;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Bocaiúva;47.647;Até 50km;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
40;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;0;Moro no mesmo município do polo;2018;Masculino;Branca;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;0
34;Letras Português - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2018;Masculino;Branca;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
41;Pedagogia - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2018;Feminino;Preta;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Amarela;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Não;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Letras Português - Licenciatura;Mantena;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;Moro no mesmo município do polo;2018;Masculino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Letras Português - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2018;Masculino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
44;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;27.634;Mais de 200 km;2018;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Pedagogia - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
46;Pedagogia - Licenciatura;Buritis;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Educação Física - Licenciatura Plena;Urucuia;33.946;De 50km a 100 km;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;Outro;Não tenho necessidades especiais;Computador;0
41;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Pedagogia - Licenciatura;Monte Azul;39.893;Até 50km;2018;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Visual;Computador;0
39;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Branca;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Educação Física - Licenciatura Plena;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;1
38;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Preta;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Outro;Computador;1
41;Letras Português - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2018;Masculino;Preta;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;outros;Não;No Polo;Não tenho necessidades especiais;Computador;1
37;Pedagogia - Licenciatura;Nova Serrana;0;Moro no mesmo município do polo;2018;Feminino;Branca;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;0
41;Educação Física - Licenciatura Plena;Joaíma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;0
43;Letras Português - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2018;Feminino;Preta;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Presencial;Não;Tarde;De segunda a sexta;outros;Não;Outro;Não tenho necessidades especiais;Computador;1
40;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Pedagogia - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;A distância (ou semipresencial);Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Não;No Polo;Não tenho necessidades especiais;Computador;0
44;Educação Física - Licenciatura Plena;Urucuia;0;Moro no mesmo município do polo;2018;Masculino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
47;Educação Física - Licenciatura Plena;Urucuia;53.44;De 50km a 100 km;2018;Feminino;Branca;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
40;Educação Física - Licenciatura Plena;Monte Azul;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Educação Física - Licenciatura Plena;Urucuia;74.206;De 50km a 100 km;2018;Masculino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;0
